id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,popularity,lyrics
588,Stir Fry,Migos,r&b,neutral,0.816,181.98,0.508,0.817,0.003,75,"Woo, woo, woo, woo Woo, woo, woo, woo Dance with my dogs in the nighttime (Wroof) Trap nigga with the chickens like Popeyes (Popeyes) Money changin' colors like tie-dye (Tie-dye) I'm just tryna get it, I ain't tryna die (No) She got a big ol' onion booty, make the world cry (Cry) In the kitchen, wrist twistin' like it's stir fry (Whip it) Hold them bands down (Hey), hold your mans down (Hey) Who told you come around? (Who?) This that trap sound (Trap) Designer clothes (Clothes), fashion shows (S"
589,Gimme Shelter,The Rolling Stones,rock,neutral,0.63,118.63,0.489,0.634,0.447,75,"Oooooh Oooooh Oooooh Ooh, a storm is threat'ning My very life today If I don't get some shelter Ooh yeah, I'm gonna fade away War, children It's just a shot away, it's just a shot away War, children It's just a shot away, it's just a shot away Ooh, see the fire is sweeping Our very street today Burns like a red coal carpet Mad bull lost your way War, children It's just a shot away, it's just a shot away War, children It's just a shot away, it's just a shot away Rape, murder! It's just a shot awa"
590,More Than Words,Extreme,rock,sad,0.127,91.62,0.237,0.623,0.452,75,"Saying I love you Is not the words I want to hear from you It's not that I want you Not to say, but if you only knew How easy it would be to show me how you feel More than words is all you have to do to make it real Then you wouldn't have to say that you love me 'Cause I'd already know What would you do if my heart was torn in two? More than words to show you feel That your love for me is real What would you say if I took those words away? Then you couldn't make things new Just by saying I love "
591,This Christmas,Donny Hathaway,r&b,happy,0.645,93.05,0.677,0.634,0.292,75,Hang all the mistletoe I'm gonna get to know you better This Christmas And as we trim the tree How much fun it's gonna be together This Christmas Fireside is blazing bright We're caroling through the night And this Christmas will be A very special Christmas for me Presents and cards are here My world is filled with cheer and you This Christmas And as I look around Your eyes outshine the town they do This Christmas Fireside is blazing bright We're caroling through the night And this Christmas wil
592,The Last Time,The Script,r&b,sad,0.746,132.01,0.15,0.521,0.049,75,"Why's it so hard to look me in the eye? Playing with that cross that's on your chain I know you only ever bite your lip When it's something you're afraid to say Is this the last time that I lay my eyes upon you? Is this the last time that I ever watch you leave? This is the last thing I would ever have done to you This is the last thing that I thought you'd do to me We said that it would last, but how come it's the last time? I'm tryna hold your hand but feeling like my hand's tied You said we'd"
593,Put Your Records On,Corinne Bailey Rae,r&b,neutral,0.511,96.04,0.542,0.739,0.167,75,"Three little birds sat on my window And they told me I don't need to worry Summer came like cinnamon So sweet Little girls double-dutch on the concrete Maybe sometimes, we've got it wrong, but it's alright The more things seem to change, the more they stay the same Oh, don't you hesitate Girl, put your records on, tell me your favorite song You go ahead, let your hair down Sapphire and faded jeans, I hope you get your dreams Just go ahead, let your hair down You're gonna find yourself somewhere,"
594,Listen to the Music,The Doobie Brothers,rock,happy,0.598,105.93,0.913,0.645,0.221,75,"{Intro} Don't you feel it growing, day by day People getting ready for the news Some are happy, some are sad Woah, gotta let the music play What the people need is a way to make them smile Ain't so hard to do if you know how Gotta get a message, get it on through Oh now momma don't you ask me why Oh, oh, oh listen to the music Oh, oh, oh listen to the music Oh, oh, oh listen to the music All the time{Bridge} When, when I know you know baby, everything I say Meet me in the country for a day We'll"
595,Like a Stone,Audioslave,rock,neutral,0.568,107.85,0.516,0.614,0.008,75,"On a cobweb afternoon in a room full of emptiness By a freeway, I confess I was lost in the pages Of a book full of death, reading how we'll die alone And if we're good, we'll lay to rest anywhere we want to go In your house, I long to be Room by room, patiently I'll wait for you there, like a stone I'll wait for you there, alone And on my deathbed, I will pray to the gods and the angels Like a pagan to anyone who will take me to heaven To a place I recall, I was there so long ago The sky was br"
596,679 (feat. Remy Boyz),Fetty Wap,rap,happy,0.7170000000000001,190.05,0.603,0.618,0.003,75,"NA Yeaaah baby, 17(RemyBoy Lifestyle) Ay, ay, look Baby girl, you're so damn fine, though I'm tryna know if I could hit it from behind, though I'm sipping on you like some fine wine, though And when it's over, I press rewind though, ayy You talking bands, girl, I got it Benjamins all in my pocket I traded in my Trues for some Robins He playing Batman, Fetty's gon' rob him, ayy I got a Glock in my 'Rari, ayy 17 shots, no .38 I got a Glock in my 'Rari 17 shots, no .38 I'm like, yeah, she's fine Wo"
597,Racks In The Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,rap,happy,0.833,79.35,0.702,0.671,0.082,75,"(Hit-Boy) Yeah, yeah, yeah, yeah (Trap Adix) Yeah, yeah, yeah, yeah Yeah, I was ridin' 'round in the V-12 with the racks in the middle I was ridin' 'round in the V-12 with the racks in the middle Yeah, yeah, yeah, yeah Ay I was riding 'round in the V-12 with the racks in the middle Had to pray to almighty God they let my dog out the kennel When you get it straight up out the mud, you can't imagine this shit I been pullin' up in the drop tops with the baddest bitches Young nigga been focused on m"
598,Alive,Pearl Jam,rock,neutral,0.875,75.01,0.595,0.284,0.008,75,"""Son,"" she said, ""have I got a little story for you What you thought was your daddy was nothing but a... While you were sittin' home alone at age thirteen Your real daddy was dyin' Sorry you didn't see him, but I'm glad we talked"" Oh, I, oh I'm still alive Hey, I, oh I'm still alive Hey, I, oh I'm still alive Hey, oh While she walks slowly across a young man's room She said, ""I'm ready for you"" Why I can't remember anything to this very day 'Cept the look, the look Oh, you know where, now I can'"
599,JAPAN,Famous Dex,r&b,happy,0.6779999999999999,175.98,0.841,0.733,0.121,75,"You know what I'm sayin' I just- that's just how I like to do it, know what I'm sayin' (Dexter) My real name is Dexter, haha I got a lot of more diamonds, too I just got new diamonds, by the way Uh, woah Dexter, huh (Uh, yeah, uh, what?) Baby girl, what you doing, where your man? (Uh, where your man?) I just popped a Xan, fifty thousand in Japan (Fifty thousand in Japan), ayy, huh You know what I'm sayin' I ain't doin' no playin', baby, you dig? (Dexter) Dexter (Dexter) Ooh, huh, wait, what (Uh,"
600,Walk Of Life,Dire Straits,rock,happy,0.918,172.44,0.802,0.461,0.405,75,"Here comes Johnny singing oldies, goldies Be-Bop-A-Lula, Baby What I Say Here comes Johnny singing I Got a Woman Down in the tunnels, trying to make it pay He got the action, he got the motion Yeah, the boy can play Dedication, devotion Turning all the night time into the day He do the song about the sweet lovin' woman He do the song about the knife He do the walk, he do the walk of life Yeah, he do the walk of life Here comes Johnny gonna tell you the story Hand me down my walkin' shoes Here co"
601,Norman fucking Rockwell,Lana Del Rey,r&b,sad,0.215,76.74,0.138,0.218,0.967,75,"Goddamn, man-child You fucked me so good that I almost said ""I love you"" You're fun and you're wild But you don't know the half of the shit that you put me through Your poetry's bad and you blame the news But I can't change that, and I can't change your mood, ah 'Cause you're just a man It's just what you do Your head in your hands As you color me blue Yeah, you're just a man All through and through Your head in your hands As you color me blue Blue, blue, blue Goddamn, man-child You act like a k"
602,Juicy (feat. Tyga),Doja Cat,r&b,neutral,0.652,170.03,0.483,0.786,0.102,75,"I keep it juicy juicy, I eat that lunch (Yeah) She keep that booty booty, she keep that plump (Yeah yeah) That natural beauty beauty, yeah, yeah If you could see it from the front, wait 'til you see it from the back, back, back, back, back (Wait 'til you see it from the...) Back, back, yeah, back, back, back (Wait 'til you see it from the...) Back, back, back, back, back (Wait 'til you see it from the...) If you could see it from the front, wait 'til you see it from the back He like the Doja and"
603,Not About Angels,Birdy,r&b,sad,0.111,116.86,0.219,0.405,0.964,75,"We know full well there's just time... So is it wrong to dance this line? If your heart was full of love Could you give it up? Coz what about, what about angels... They will come, they will go and make us special Don't give me up Don't give me up How unfair, it's just our luck Found something real that's out of touch But if you'd searched the whole wide world Would you dare to let it go? Coz what about, what about angels... They will come, they will go and make us special Don't give me up Don't "
604,Love Song,Sara Bareilles,rock,neutral,0.7859999999999999,123.05,0.573,0.583,0.021,75,"Head under water And they tell me to breathe easy for a while The breathing gets harder, even I know that Made room for me but it's too soon to see If I'm happy in your hands I'm unusually hard to hold on to Blank stares at blank pages No easy way to say this You mean well, but you make this hard on me I'm not gonna write you a love song 'Cause you asked for it 'Cause you need one, you see I'm not gonna write you a love song 'Cause you tell me it's Make or break in this If you're on your way I'm"
605,You Can Call Me Al,Paul Simon,rock,happy,0.763,128.43,0.82,0.776,0.182,75,"A man walks down the street He says, ""Why am I soft in the middle, now? Why am I soft in the middle? The rest of my life is so hard I need a photo-opportunity I want a shot at redemption Don't want to end up a cartoon In a cartoon graveyard""Bonedigger, Bonedigger Dogs in the moonlight Far away in my well-lit door Mr. Beerbelly, Beerbelly Get these mutts away from me You know, I don't find this stuff amusing anymore If you'll be my bodyguard I can be your long lost pal I can call you Betty And Be"
606,When You Were Young,The Killers,rock,sad,0.988,130.44,0.321,0.467,0.0,75,"You sit there in your heartache Waiting on some beautiful boy to To save you from your old ways You play forgiveness Watch it now, here he comes He doesn't look a thing like Jesus But he talks like a gentlemen Like you imagined When you were young Can we climb this mountain? I don't know Higher now than ever before I know we can make it if we take it slow Let's take it easy Easy now, watch it go We're burning down the highway skyline On the back of a hurricane that started turning When you were "
607,Dang! (feat. Anderson .Paak),Mac Miller,r&b,neutral,0.67,107.02,0.556,0.836,0.008,75,"I can't keep on losing you over complications Gone too soon, wait! We was just hangin' I can't seem to hold onto, dang The people that know me best The key that I won't forget, too soon I can't keep on losing you, you, you, you, you, you I can't keep on losing you, you, you, you, you, you Yeah, yeah, yeah How many mistakes do it take 'til you leave When I'm left with my hand on my face all red In the face looking at you like (""Wait!"") I know I ain't a saint, if it ain't too late, well...(I can't"
608,Crazy In Love (feat. Jay-Z),Beyoncé,latin,happy,0.77,99.16,0.681,0.646,0.002,75,"Yes! So crazy right now! Most incredibly, it's your girl, B It's your boy, Young You ready? Oh oh, oh oh, oh oh, oh no no (Oww!) Oh oh, oh oh, oh oh, oh no no Oh oh, oh oh, oh oh, oh no no Oh oh, oh oh, oh oh, oh no no Geah! History in the making Part two! It's so crazy right now I look and stare so deep in your eyes (I...) I touch on you more and more every time When you leave, I'm begging you not to go Call your name, two, three times in a row Such a funny thing for me to try to explain How I'"
609,Japanese Denim,Daniel Caesar,r&b,sad,0.238,124.16,0.345,0.707,0.09,75,"I don't stand in line, I don't pay for clubs, fuck that, yeah But I'll wait for you I don't like to drink, I don't like to think, fuck that, oh-ooo-oh But I ponder you I'm bending it over You're my four leaf clover I'm so in love So in love There's no one above up above Forever's a long time, yes My blue jeans Will last me all My life, oh yes So should we I'm spending all, yeah This time, ooh Met you at the shop, Sun was getting hot, I'm lonely, yeah I'm in the city on my own (city on my own) Ne"
610,The Joker,Steve Miller Band,rock,happy,0.448,83.29,0.796,0.596,0.365,75,"Some people call me the space cowboy, yeah Some call me the gangster of love Some people call me Maurice'Cause I speak of the pompatus of love People talk about me, baby Say I'm doing you wrong, doing you wrong Well, don't you worry, baby, don't worry 'Cause I'm right here, right here, right here, right here at home 'Cause I'm a picker, I'm a grinner I'm a lover, and I'm a sinner I play my music in the sun I'm a joker, I'm a smoker I'm a midnight toker I sure don't want to hurt no one I'm a pick"
611,When I Come Around,Green Day,rock,happy,0.909,97.55,0.814,0.531,0.018,75,"I heard you crying loud All the way across town You've been searching for that someone And it's me out on the prowl As you sit around feeling sorry for yourself Well, don't get lonely now And dry your whining eyes I'm just roamin' for the moment Sleazin' my backyard, so don't get So uptight, you've been thinking about ditching me No time to search the world around ‘Cause you know where I'll be found When I come around I heard it all before So don't knock down my door I'm a loser and a user So I "
612,Black Skinhead,Kanye West,rap,sad,0.821,130.07,0.299,0.766,0.001,75,"NA For my theme song (Black) My leather black jeans on (Black) My by-any-means on Pardon, I'm getting my scream on (Black) Enter the kingdom (Black) But watch who you bring home They see a black man with a white woman At the top floor they gone come to kill King Kong Middle America packed in (Black) Came to see me in my black skin (Black) Number one question they're askin' Fuck every question you askin' (Black) If I don't get ran out by Catholics (Black) Here come some conservative Baptists Clai"
613,Chicken Fried,Zac Brown Band,latin,happy,0.713,169.86,0.807,0.566,0.645,75,"You know I like my chicken fried Cold beer on a Friday night A pair of jeans that fit just right And the radio up Well I was raised up beneath the shade of a Georgia Pine And that's home you know Sweet tea, pecan pie, and homemade wine where the peaches grow And my house it's not much to talk about But it's filled with love that's grown in southern ground And a little bit of chicken fried Cold beer on a Friday night A pair of jeans that fit just right And the radio up Well I've seen the sun rise"
614,Smoke On The Water - Remastered 2012,Deep Purple,rock,happy,0.6759999999999999,114.17,0.805,0.598,0.13,75,We all came out to Montreux On the Lake Geneva shoreline To make records with a mobile We didn't have much time But Frank Zappa and the Mothers Were at the best place around But some stupid with a flare gun Burned the place to the ground Smoke on the water (And fire in the sky) Smoke on the water They burned down the gambling house It died with an awful sound Funky Claude was running in and out Pulling kids out the ground When it all was over We had to find another place But Swiss time was runni
615,Darkness,Eminem,rap,sad,0.623,75.06,0.195,0.671,0.01,75,"I don't wanna be alone, I don't wanna be I don't wanna be alone in the darkness I don't wanna be alone in the darkness I don't wanna be alone in the darkness anymore (Hello, darkness, my old friend) Here I am, alone again Can't get out of this hole I'm in It's like the walls are closin' in You can't help me, no one can I can feel these curtains closin'I go to open 'em But something pulls 'em closed again(Hello, darkness, my old friend) Feels like I'm loathing in Las Vegas Haven't got the vaguest"
616,Popular Monster,Falling In Reverse,rock,sad,0.897,165.11,0.358,0.461,0.008,75,"Yeah I wake up every morning with my head up in a daze I'm not sure if I should say this, fuck, I'll say it anyway Everybody tries to tell me that I'm goin' through a phase I don't know if it's a phase, I just wanna feel okay, yeah I battle with depression, but the question still remains Is this post-traumatic stressin' or am I suppressin' rage? And my doctor tries to tell me that I'm going through a phase Yeah, it's not a fuckin' phase, I just wanna feel okay Okay, yeah, I struggle with this bu"
617,Crazy,Gnarls Barkley,rock,happy,0.5870000000000001,111.97,0.64,0.855,0.05,75,"I remember when I remember, I remember when I lost my mind There was something so pleasant about that place Even your emotions had an echo, in so much space And when you're out there without care Yeah, I was out of touch But it wasn't because I didn't know enough I just knew too much Does that make me crazy? Does that make me crazy? Does that make me crazy? Possibly And I hope that you are having the time of your life But think twice, that's my only advice Come on now, who do you Who do you, who"
618,Paris,$uicideBoy$,rap,sad,0.648,106.08,0.196,0.849,0.072,75,"Ayy, ayy, ayy, tell me what you know 'Bout a motherfucker out the bottom, with a gold grill gleamin' Makin' all these hoes problems Stalker, creepin' out the fuckin' dungeon Switchblade on 'em, hit the guts like a pumpkin, dumpin' Thirty rounds of the clip, off rip Too thick with the stick, bet I won't miss Lil $lick real sick, don't talk shit Whip, whip, like a brick scale on fish $uicide, night time, no, we don't fight crime, oh It's the Grey*59 with the real red eyes, and we dying inside, ooh"
619,That's Tuff (feat. Quavo),Rich The Kid,rap,sad,0.636,137.99,0.308,0.903,0.635,75,"(Me and Dee Money want millions) Yeah Tough Su' Let's go Rolls-Royce truck, that's tough (That's hard) You see the star when you look up (Look up) Bad bitch and she got put up (Bad) Huncho in the back, cookin' up (Cookin' up) That's tough (Tough), that's tough (Damn) That's tough (Ten), that's tough (Woo) That's tough (That's tough), that's tough (Go) That's tough (Go), that's tough (Uh) Baguettes and the emeralds, they shinin' together, that's tough (Baguettes, yeah, su') Ten years later, they "
620,Black,Pearl Jam,rock,sad,0.684,77.15,0.2,0.36,0.323,75,"Hey, hey, yeah, uh Sheets of empty canvas, untouched sheets of clay Were laid spread out before me as her body once did All five horizons revolved around her soul as the earth to the sun Now the air I tasted and breathed has taken a turn Mm, and all I taught her was everything Mm, I know she gave me all that she wore And now my bitter hands chafe beneath the clouds Of what was everything Oh, the pictures have all been washed in black Tattooed everything I take a walk outside, I'm surrounded by s"
621,Breaking Me,Topic,edm,happy,0.72,122.03,0.664,0.789,0.223,75,"Call me what you wanna, I'll be what you wanna I've been here a thousand times, eh-eh Fallin' for another, I don't even bother I could do it all my life So tell me if you wanna 'cause I got this feeling I wanna hear you say it 'cause I can't believe it With every touch of you, it's like I've started dreaming Guess heaven's not that far away And I'll be singing, la-la-la-la, la-la-la-la You're breaking me, la-la-la-la, la-la-la-la You're breaking me, la-la-la-la, la-la-la-la You're breaking me, l"
622,Beamer Boy,Lil Peep,rap,sad,0.732,123.99,0.339,0.743,0.051,75,"Man, I don't know what the fuck goin' on lately, bro Everybody actin' real different and shit Ain't nobody, nobody was talkin' to me like a few months ago And now everybody hittin' my phone up and shit I'm a mothafuckin' schema boy, I'm a dreamer boy I love a girl that don't even fuckin' need a boy Baby, I'm a beamer boy, I need a beamer, boy I want a Z3, that's a two-seater, boy Okay, I pull my cash out, shawty pass out Take her ass out, then I spaz out Okay, yeah, I hit that, shawty, get back "
623,You're so Vain,Carly Simon,rock,happy,0.6779999999999999,106.19,0.647,0.659,0.157,75,"Son of a gun You walked into the party Like you were walking onto a yacht Your hat strategically dipped below one eye Your scarf it was apricot You had one eye in the mirror As you watched yourself gavotte And all the girls dreamed that they'd be your partner They'd be your partner You're so vain You probably think this song is about you You're so vain I'll bet you think this song is about you Don't you? Don't you? You had me several years ago When I was still quite naive Well, you said that we "
624,Rock And Roll All Nite,KISS,rock,happy,0.929,144.77,0.902,0.654,0.047,75,"You show us everything you've got You keep on dancin', and the room gets hot You drive us wild, we'll drive you crazy And you say you wanna go for a spin The party's just begun, we'll let you in You drive us wild, we'll drive you crazy You keep on shoutin', you keep on shoutin' I wanna rock and roll all night and party every day I wanna rock and roll all night and party every day You keep on saying you'll be mine for a while You're lookin' fancy, and I like your style You drive us wild, we'll dr"
625,Phone Numbers,Dominic Fike,r&b,happy,0.539,85.01,0.776,0.884,0.239,75,"Can you break bread with me? Break bread with me, break, break Can you break bread with me? Break bread with me Whoa, Kenny! Why you not here with me? Can you break bread with me? Why you switch phone numbers like clothes? Why you can't answer me? (Yeah) 'Cause I got more coming Why you not here with me? (Why? Why?) Can you break bread with me? (Oh) Why you switch phone numbers like clothes? (Uh) Why you can't answer me? (Yeah, why?) 'Cause I got more coming Yes, I moved my shawty from Florida t"
626,MEGATRON,Nicki Minaj,r&b,happy,0.6409999999999999,94.02,0.771,0.893,0.128,75,"Brra-ta-ta-ta Brra-ta-ta-ta They call me Megatron, just did a telethon He got Margielas on, and I get my jealous on I fuck him like I miss him, he just came out of prison Bitches be talkin' shit, but they ain't got a pot to piss in My name is Nicki M, I'm in a sticky Benz That mean it's candy apple red, I'm Barbie, this is Ken That is a Fendi fact, I'm with a hunnid macs Oh, this is custom made, Donatella sent me that Feel up, baby, feel on me Pull up if you're feeling lonely Feel up, baby, feel"
627,Here Without You,3 Doors Down,rock,sad,0.55,144.02,0.234,0.536,0.054,75,"A hundred days have made me older Since the last time that I saw your pretty face A thousand lies have made me colder And I don't think I can look at this the same But all the miles that separate Disappear now when I'm dreaming of your face I'm here without you, baby But you're still on my lonely mind I think about you, baby And I dream about you all the time I'm here without you, baby But you're still with me in my dreams And tonight, it's only you and me, yeah The miles just keep rolling As th"
628,We Found Love,Rihanna,latin,happy,0.7659999999999999,127.99,0.6,0.734,0.025,75,"NA Yellow diamonds in the light And we're standing side by side As your shadow crosses mine What it takes to come alive It's the way I'm feeling, I just can't deny But I've gotta let it go We found love in a hopeless place We found love in a hopeless place We found love in a hopeless place We found love in a hopeless place Shine a light through an open door Love and life, I will divide Turn away cause I need you more Feel the heartbeat in my mind It's the way I'm feeling, I just can't deny But I"
629,Even Flow,Pearl Jam,rock,sad,0.944,105.34,0.265,0.394,0.002,75,"Freezin' Rests his head on a pillow made of concrete, again Oh, feelin' Maybe he'll see a little better, set of days, ooh yeah Oh, hand out Faces that he sees time again ain't that familiar, oh yeah Oh, dark grin He can't help, when he's happy he looks insane, hm yeah Even flow, thoughts arrive like butterflies Oh, he don't know, so he chases them away Oh, someday yet, he'll begin his life again Life again, life again... Kneelin' Looking through the paper though he doesn't know to read, oh yeah "
630,The Final Countdown,Europe,rock,sad,0.8440000000000001,117.65,0.185,0.536,0.063,75,"We're leaving together But still, it's farewell And maybe we'll come back To Earth, who can tell? I guess there is no one to blame We're leaving ground (Leaving ground) Will things ever be the same again? It's the final countdown The final countdown Oh We're heading for Venus (Venus) And still, we stand tall 'Cause maybe they've seen us And welcome us all, yeah With so many lightyears to go And things to be found (To be found) I'm sure that we'll all miss her so It's the final countdown The fina"
631,All Of The Lights,Kanye West,r&b,sad,0.8029999999999999,142.14,0.221,0.541,0.08,75,"NA All of the lights, lights, all of the lights Turn up the lights in here, baby Extra bright, I want y'all to see this Turn up the lights in here, baby You know what I need, want you to see everything Want you to see all of the lights Fast cars, shooting stars All of the lights, all of the lights Until it's Vegas everywhere, we are (All of the lights) If you want it, you can get it for the rest of your life If you want it, you can get it for the rest of your life Something wrong, I hold my head"
632,Big Boy Diamonds (feat. Kodak Black & London on Da Track),Gucci Mane,rap,neutral,0.635,129.04,0.542,0.883,0.031,75,"Big boy diamonds (Burr) I'm that big boy stepper, I'm that stepper All my steps calculated, I'm that stepper, nigga (Free Kodak, ASAP) Remember that, I'm the one that's stepping, nigga I'ma step, one thing about me, yeah I'm in London, got my beat from London (Go) Big boy diamonds Ice on me changin' the climate She like the way I be vibin' (Damn) This ain't a grill Ice on my teeth, yeah, it's permanent Bought a new gun and I dirtied it I'm a burglar and a murderer, try me I'm a burglar and a mur"
633,Walk,Comethazine,rap,happy,0.795,160.06,0.744,0.831,0.221,75,"PHLEXN Ayy, ayy I walk around like that nigga, finger on the trigger If a nigga want some smoke, I let this choppa eat his liver (Boom) I came with the .38, I'm leavin' with a body If he try me, do him sloppy, shootin' out the big body (Raah) I walk around like that nigga, finger on the trigger If a nigga want some smoke, I let this choppa eat his liver (Boom) I came with the .38, I'm leavin' with a body If he try me, do him sloppy, shootin' out the big body (Raah) Ayy, pop out on a pussy (Boom)"
634,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,rock,sad,0.662,121.15,0.138,0.383,0.165,75,"I could stay awake just to hear you breathin' Watch you smile while you are sleeping While you're far away and dreaming I could spend my life in this sweet surrender I could stay lost in this moment forever Where every moment spent with you is a moment I treasure Don't want to close my eyes I don't want to fall asleep 'Cause I'd miss you, baby And I don't wanna miss a thing 'Cause even when I dream of you (even when I dream) The sweetest dream would never do I'd still miss you, babe And I don't "
635,All Eyez On Me,2Pac,rap,happy,0.7190000000000001,93.28,0.858,0.873,0.03,75,"Big Syke, Newt, Hank, Beauregard, Big Sur (yeah) Y'all know how this shit go (you know) All eyes on me Motherfuckin' OG Roll up in the club and shit, is that right? All eyes on me All eyes on me But you know what? I bet you got it twisted, you don't know who to trust So many player-hatin' niggas tryna sound like us Say they ready for the funk, but I don't think they knowin' Straight to the depths of Hell is where them cowards goin' Well, are you still down? Nigga, holla when you see me And let t"
636,Tadow,Masego,r&b,sad,0.487,121.73,0.313,0.704,0.669,75,"Ahhh, ahhh Ayy, ayy, ayy, oh, ahh Ayy, ayy, ahh, ahh Tadow Ayy, ayy, ay, oh, ahh Ayy, ayy, ahh, ahh Tadow Ooh, I saw her and she hit me like (Tadow) Saw that thing so beautiful (Tadow) She just hit my heart, ooh (Tadow) Full force and she got me like (Tadow) I be like (Tadow) Baby (Tadow) Why you so fine? (Tadow, tadow) Gotta make you mine (Tadow, tadow) So hard to find (Tadow, tadow) Baby like oh How'd you do the thing? The way that you do it and she ain't even show Nothing She be walking round"
637,Hail to the King,Avenged Sevenfold,rock,happy,0.916,118.0,0.683,0.58,0.0,75,"Watch your tongue or have it cut from your head Save your life by keeping whispers unsaid Children roam the streets now orphans of war Bodies hanging in the streets to adore Royal flames will carve the path in chaos Bringing daylight to the night (Night) Death is riding into town with armor They come to take all your rights Hail to the king, hail to the one Kneel to the crown, stand in the sun Hail to the king (Hail, hail, hail) The King Blood is spilled while holding keys to the throne Born aga"
638,Love Scars,Trippie Redd,rap,sad,0.614,119.4,0.26,0.659,0.0,75,"Ayy Lil 14, yeah You used to say you in love I used to say that shit back Takin' that shit from the heart Now look where the fuck where we at Girl, you got me just going out bad Love scars and you got me real sad Thinkin' that you had a past I was hoping that shit was gon' last, oh Shawty, I just want your love for a minute I be captain, baby, you can be lieutenant Swear I lose my mind every time that I'm in it You won't get a dime, nah, no, not mine Spinach, spinach, I been here for a minute, m"
639,Betrayed,Lil Xan,rap,sad,0.434,120.01,0.241,0.821,0.434,75,"Huh, ayy (Yeah) You are now listening to a Bobby Johnson beat What? Yeah, ayy, ayy Pop the trunk, I open up I sold my soul, a good price, outta sight And my ho got talent, right? Whole squad ran through that shit, yikes Ayy, I'm a business man, I did my business, damn And I'ma bend it down, then I'ma lick her up And then dick her down, she gon' turn around Then I'ma kick her out, she gon' talk that shit but still Ayy, how you make it up? How you fake a love? Holy son, I was the chosen one I'm si"
640,Out Of Your Mind (feat. Swae Lee & Chris Brown),French Montana,rap,happy,0.882,95.0,0.611,0.718,0.023,75,"Mally Mall Out of your mind (Mind, mind, mind, mind) I was with you that time (Time, time, time, time) Fucking with me, you're out of your mind (Mind, mind, mind, mind) I was with you that time (Time, time, time, time, ooh-ooh) True, out of your mind (Out of your mind) I was with you that time You're fucking with me, out of your mind, out of your mind Watching your body like a yardie Turnin' to the next, that's word to Charlie We is who they say they are Champagne, caviar Big tool like a Navy ya"
641,Uprising,Muse,rock,neutral,0.905,128.02,0.411,0.602,0.0,75,"Paranoia is in bloom The PR transmissions will resume They'll try to push drugs that keep us all dumbed down And hope that we will never see the truth around(So come on) Another promise, another seed Another packaged lie to keep us trapped in greed And all the green belts wrapped around our minds And endless red tape to keep the truth confined (So come on) They will not force us They will stop degrading us They will not control us We will be victorious (So come on) Interchanging mind control Com"
642,Friday I'm In Love,The Cure,rock,neutral,0.763,136.21,0.514,0.526,0.001,75,"I don't care if Monday's blue Tuesday's grey and Wednesday too Thursday I don't care about you It's Friday, I'm in love Monday you can fall apart Tuesday, Wednesday, break my heart Oh, Thursday doesn't even start It's Friday, I'm in love Saturday, wait And Sunday always comes too late But Friday, never hesitate I don't care if Monday's black Tuesday, Wednesday heart attack Thursday never looking back It's Friday, I'm in love Monday you can hold your head Tuesday, Wednesday stay in bed Or Thursda"
643,Linger,The Cranberries,rock,sad,0.434,94.84,0.204,0.439,0.078,75,"If you, if you could return Don't let it burn Don't let it fade I'm sure I might be rude But it's just your attitude It's tearing me apart It's ruining everything And I swore, I swore I would be true And honey, so did you So why were you holding her hand? Is that the way we stand? Were you lying all the time? Was it just a game to you? But I'm in so deep You know I'm such a fool for you You've got me wrapped around your finger Do you have to let it linger? Do you have to, do you have to, do you "
644,Take It Easy - 2013 Remaster,Eagles,rock,happy,0.67,139.19,0.74,0.575,0.343,75,"Well, I'm running down the road tryin' to loosen my load I've got seven women on my mind Four that wanna own me, two that wanna stone me One says she's a friend of mine Take It easy, take it easy Don't let the sound of your own wheels drive you crazy Lighten up while you still can Don't even try to understand Just find a place to make your stand and take it easy Well, I'm a standing on a corner in Winslow, Arizona And such a fine sight to see It's a girl, my Lord, in a flatbed Ford Slowin' down "
645,MotorSport,Migos,r&b,sad,0.518,138.0,0.188,0.904,0.03,75,"Yeah, woo, yeah, skrrt M-M-M-Murda Motorsport, yeah, put that thing in sport (Skrrt, skrrt) Shawty bad (Bad), pop her like a cork (Pop it) You a dork, never been a sport (Dork, yeah) Pull up, woo, woo, jumpin' out the court (Jump) Cotton candy (Drink), my cup tastes like the fair (Cotton) Straight up there (Where?), we didn't take the stairs (Where?) Faced my fears (My fears), gave my mama tears (Mama) Shiftin' gears (Shift), on the Nawf, get serious (Serious) Face all your fears, then get at me"
646,Worth It,YK Osiris,rap,neutral,0.528,123.94,0.422,0.764,0.468,75,"I would give you the world, nah, nah, nah (Yo Kiwi, thank you bro) You just gotta be worth it, yeah, yeah, yeah, yeah I would give you the world, baby girl You just gotta be worth it (Oh, oh, oh) You don't gotta be perfect (Mm, mm, mm) You just gotta be worth it, yeah, yeah, yeah, yeah I would give you the world, baby girl You just gotta be worth it, yeah, yeah But you don't gotta be perfect (Oh, oh, oh) You just gotta be worth it, yeah, yeah, yeah, nah, nah Everybody doubted me, but girl, you s"
